PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
8073.689060082236,3941.6459169989976,1735.237464269278,-412.1914927104428,-15.05621399929205,77.77585885567113,-258.9764241584076,-61.677365289073755,214.63921380885202,25.807100680745286,-12.453563268131836,-155.42959518692174,141.0484108458071,-146.6969714991364,-37.00696262193967,-43.49249063464069,-236.23054605759515,-82.62813631768793,15.401408530859937,86.8134151944859,-78.37456305905192,-104.52681262895383,-9.138755956365396,16.043329841055577,36.35744057920024,-12.518266813923574,-59.359878484073796,-33.8039886097833,-29.65510836147994,-7.5152571186748185,32.03064859909139,-54.58823060957911,-3.892176575642722,-20.505164084029285,-34.54953285571337,-33.31126627123626,10.978048486650238,-24.987144298666262,-39.6683713596829,56.496173276861064,35.949760971800714,17.917311795188912,-19.836039187075553,10.94335389215093,-3.472574305515227,16.890752833400782,12.057741759096817,2.270456324001724,-5.132636359168244,1.4496486446941965
34002.08599158417,3081.371193184899,-2996.925422306922,762.2594048257156,527.4936494648621,172.47477506086446,702.9635483980787,522.1799353791328,-518.1992500490599,-206.48959224608916,-120.12298034616038,84.02418321821487,-143.73038629363586,-72.39066415744205,9.670065683646854,121.4641155158665,-151.71982257122536,18.255084376935862,10.041737650928965,47.59244047372252,-29.90679110727912,-13.466557087744762,36.317450894276114,77.24264319276645,-61.666829733278135,-13.721450346512086,-8.200444930853278,-1.7690656223452237,15.214838015954186,15.187157993064563,3.0559381102681207,21.009102830855355,-6.684963609676119,5.952411194400563,1.778934164329103,0.7898184510578693,-8.095691286206739,5.692555977549303,-26.494222564989848,11.700415277594946,-25.3951337074197,2.106264126986829,17.576088689209318,-4.171716276284809,-3.160827753434807,-21.030440305885378,2.624723792843707,-5.960910091601137,17.157995993519204,14.97734842308151
2177.3597880655657,4967.318508695753,2737.2761870733057,-229.78479555733912,109.5437932193501,217.3600389947187,-355.28262644738965,-77.64164518688494,209.9634612947753,5.250493439464593,-111.88618516777264,-93.03918095627284,-84.7065121186865,-10.878146990848705,-111.50164529490435,86.4235530786062,50.64339440812598,55.183977626292375,-38.727736021157796,-95.58329490028198,-9.489704198341176,81.31559247231928,27.70934863177631,-43.8499168725993,-63.54434688301623,-28.356596713328376,-67.90789636155922,49.61301420754941,63.97355880433807,4.692262762450334,-11.998639184377646,70.68927491342977,-33.26251662536076,-26.153006948101087,4.2720037700799125,17.52816932326308,-10.831537821876207,-21.128966156776986,-7.743148025595883,-24.53309364811205,-65.60195798276295,-27.421050226317043,-14.97807661036831,5.449010094706907,13.615232943745465,-2.9205462020670345,-1.2311788261732624,38.345368996873525,-4.984251506811361,-6.835234497942181
34207.218239919974,2000.7831286648595,992.3766486211856,678.0883656032687,549.0156038532763,44.94603887516562,806.6152951032846,912.8603587847738,-247.296201413225,-108.43175940885145,120.78821204917004,120.88407030294493,-90.05537917352687,12.86760850104602,-0.8306707009252235,40.948487655385996,-104.77568991131086,45.726310632636235,7.362797280139487,40.395581920734514,60.59155436046661,-7.013928066792767,19.98682798063601,44.63250853325088,-33.49751870093042,16.316217162138805,30.88216404917697,-23.328987380616937,21.403613314533864,-25.1328299328739,17.80122282557787,6.586320091916351,1.8251382697511482,14.608708364214484,7.3286192701436095,13.23893672930402,9.929936781928149,29.237601061064446,-19.522506192578504,10.375229872406416,-4.695460555701548,-6.426548201034729,21.80170820136477,-17.396152546043016,-12.596237253901796,-19.571594386625602,-23.557528841694726,-2.8663602428351393,9.016162651888042,0.8488373640538226
-8651.073359374182,3749.116888354879,1585.777856567823,-1237.0848353256238,-514.2762882025258,-377.69069263503604,-86.39245427519211,331.8273441958651,-176.80366278002455,-295.5359554410856,87.53999709947287,-141.14117460101272,-550.3406752622001,-381.35890771583684,140.63378271580436,295.7379665749612,-222.20008087087493,-254.4065829825725,10.403163944203293,160.97586418286505,-45.055244558196925,58.2147714133696,-19.490677838432433,83.08714717486983,55.94094797025812,29.332495573792528,73.96637907270897,-38.14320604795192,-30.260784288176044,53.46394330870762,-25.596929206816394,32.55172220392575,9.719364196716844,-26.296732817345756,-34.672997929550625,-9.261802624844055,29.82873736884958,6.617504074839969,-48.973140006748366,-11.122908195361923,-4.689285971107891,16.201648035765302,5.150276513471405,-13.457761918104248,0.6799762844575804,-15.225095638532471,-6.750876933148644,-3.7567858093374418,7.101677342611383,14.410446268278632
19137.91836145005,-1660.859268319937,1686.867641096712,-1501.5061718142192,-1222.8278482340047,-286.1460353685623,-158.27854561220934,89.16837798392757,659.7394074604749,192.69249556500026,36.8259275006761,-9.985663501479367,-44.52661004458837,-45.42400407426839,0.577751708533145,-39.443019174321094,3.119471262849547,-28.476425591253857,18.136594322126523,-9.409445686323622,50.69791557577914,5.489485962965734,-25.971577876328798,-15.46350005142352,51.1545408873197,23.914746042272043,32.911959879011526,28.669511125071914,-1.163741178395106,-13.948723298082784,36.970578706260135,19.45932039475554,39.414641755370376,58.459792997936944,13.270236763311571,17.35852133246796,-42.060608694591295,24.777204220469603,13.376297114984197,0.19513202321507309,10.291520079808196,-20.067038718600045,0.2555220563067884,-16.638835922193145,18.5241779839492,12.725012352333716,-17.114256510800015,13.829693510166356,-29.04132149495113,-26.28363659092042
24592.76568862266,2245.085957668191,1264.0710160507401,1628.8233550215587,-24.278121933592026,946.4804080104213,-121.66341759822394,375.48033144648093,-537.9403762564947,-240.78715700764405,227.9376669617665,47.042237218879606,-131.34822307044985,-85.83500776684636,-53.76856087005014,30.44401021245854,-68.56717127245,-139.38255990702496,31.17547814501314,23.483486027636644,-19.68367566576799,-187.81708235349936,-10.102564390234688,-130.91995356069864,76.33687509672195,23.736140012883016,3.220858764207136,5.695404820538288,-11.061947957678269,23.27945592626703,16.702012802344047,-34.8026771040287,25.52407548550471,-15.77916688336854,8.983206999306308,80.6375644573112,-9.705779552466948,4.53962479962369,0.7338865421765168,-22.652947501215483,-17.287557781685653,-1.0682462199955598,36.547291289142585,-11.375101065707991,-42.94246581808058,-1.4164666915692359,10.862917249747396,-2.7600021534185966,-20.137738551871553,-27.67511382938733
10610.310255638156,-1369.7302659634586,1090.523546049256,-1995.973798370834,-1512.3671745915024,-53.06414910272337,-431.2079803021261,-50.46295577601192,416.13906548873143,164.9697944787205,468.52539278284013,-45.88035486783185,103.09099668094993,-140.73165050322885,80.72914654754035,66.59125650407246,298.48572541292975,-101.66534506631575,-36.389725452074536,-128.05655278505347,-25.93401459265019,-78.85894251480624,-56.35985522768172,-111.66809873425784,146.71529525920178,-112.53938376927402,-102.83177928175643,231.8197813087753,27.969485793842416,13.006863268890216,-25.80474905124462,-2.7899951977635804,105.0403395278411,84.5320065568274,-10.428425526588365,19.77174551739549,-18.337788345002902,53.84446261282382,-1.7922986988804934,-19.6605010467645,66.79294352133006,41.60387703839633,-34.52632357956626,-71.01593800572859,26.36703615498143,14.221232613664501,-10.737033579930944,57.96775158968093,-29.37740870205418,-85.21181094624355
1135.0145162866597,3580.408596292331,-2332.420059205568,-1122.555854222671,-690.0883881582406,105.25106039139362,-281.70186807176526,-106.11997070186973,137.6495951860386,-44.82990541048335,-12.781770458909994,303.26999900622707,189.6783034492919,68.37671221340648,75.53468286282983,-6.568424218142539,40.40584335125102,8.348632557210218,-97.93790302241955,36.07840249786177,-7.473443956898884,27.321606607285254,7.9356150859036525,-57.59993019445789,-22.303907050445954,-16.77632263753092,5.911815241016335,42.32217938342707,3.4512484265867758,74.6073604618929,-30.10112975769843,10.905778209640584,14.857159286607578,56.05020637842543,50.15047399130132,3.9288254401547897,-62.96853422524431,11.662894554426217,86.03345255945187,-64.37293356271321,66.17742320415843,-24.965804854797142,18.78881219098173,-13.204328844959537,42.8399968358334,36.856586218464955,-19.364748334249967,29.087226295772094,-68.33529099497153,-67.47420685300999
65180.24868591096,8747.344790796382,1519.7842445735314,5465.625105554211,3196.224364889828,74.7800937552852,-469.4346030895208,-1396.0355037193403,-741.5987823476131,-91.36337839406988,64.4788593833758,-169.1291230251442,46.09028873181025,150.5380880472717,-27.130030602816085,-323.06415930417603,47.93819121170728,-129.01299203661725,-234.0895207464582,135.55081939591938,-13.114452647572966,-12.684123975492138,21.784148679195518,-11.513945947705656,-61.99418869588817,-59.2427793224517,8.868037635100343,11.72543988707643,-73.4364520487423,-36.158349454715065,-14.627462749326325,-38.6427160949724,32.44069649565973,-10.488089373077985,-12.346835994101234,26.507191630613967,64.60326824421365,-6.496421575448194,5.1443331343955805,-20.597424058434946,-22.364718624926184,-9.953446017440758,1.2651628965733113,23.563389381681898,-2.665701739940103,29.915975575678022,28.539033128963293,14.269140464579362,17.54277431882687,-14.299308110163944
